area_type,location,size,total_sqft,bath,balcony,price,price_per_sqft
3,669,9,1238.0,2.0,3.0,55.0,0.0444264943457189
3,59,11,1405.0,2.0,2.0,59.01,0.041999999999999996
3,351,13,1690.0,3.0,2.0,80.0,0.047337278106508875
0,967,11,1620.0,2.0,1.0,110.0,0.06790123456790123
3,614,11,1673.0,3.0,2.0,115.0,0.06873879258816497
2,746,10,1090.0,2.0,0.0,58.0,0.05321100917431193
3,1105,9,1112.0,2.0,2.0,40.0,0.03597122302158273
3,742,11,1385.0,2.0,2.0,66.65,0.048122743682310475
3,385,9,545.0,1.0,1.0,27.0,0.04954128440366973
3,1033,9,985.0,2.0,1.0,58.0,0.05888324873096447
3,614,0,825.0,1.0,0.0,36.29,0.043987878787878784
3,614,9,1080.0,2.0,1.0,37.8,0.034999999999999996
3,499,9,1430.0,2.0,1.0,97.52,0.06819580419580419
3,638,9,1050.0,2.0,2.0,43.0,0.040952380952380955
2,674,14,2000.0,4.0,1.0,139.0,0.0695
0,188,14,4800.0,4.0,3.0,190.0,0.03958333333333333
0,515,11,1533.0,3.0,2.0,115.0,0.07501630789302022
3,691,11,1750.0,3.0,2.0,150.0,0.08571428571428572
2,1056,12,1200.0,2.0,0.0,66.0,0.055
3,876,9,1352.0,2.0,2.0,87.5,0.0647189349112426
3,473,11,1754.0,3.0,2.0,125.0,0.07126567844925884
0,1064,11,1560.0,3.0,2.0,85.0,0.05448717948717949
3,1163,13,3584.0,4.0,2.0,199.0,0.05552455357142857
3,281,11,1470.0,2.0,1.0,90.0,0.061224489795918366
0,64,9,1035.0,2.0,1.0,45.0,0.043478260869565216
0,603,9,1160.0,2.0,1.0,52.0,0.04482758620689655
3,540,9,1100.0,2.0,2.0,52.0,0.04727272727272727
3,496,9,1170.0,2.0,2.0,38.0,0.03247863247863248
3,199,0,595.0,1.0,1.0,31.83,0.05349579831932773
3,458,11,1650.0,3.0,2.0,110.0,0.06666666666666667
3,597,13,800.0,4.0,1.0,80.0,0.1
3,1193,11,1375.0,2.0,3.0,48.06,0.034952727272727274
3,916,9,1235.0,2.0,1.0,46.8,0.03789473684210526
3,628,0,750.0,1.0,2.0,25.0,0.03333333333333333
0,59,11,1400.0,3.0,1.0,115.0,0.08214285714285714
3,863,11,1270.0,2.0,2.0,50.79,0.03999212598425197
3,199,9,1105.0,2.0,1.0,51.0,0.046153846153846156
3,1038,11,1375.0,2.0,3.0,85.0,0.06181818181818182
2,138,14,2168.0,4.0,2.0,95.0,0.04381918819188192
0,431,22,1200.0,8.0,3.0,90.0,0.075
3,1171,9,1065.0,2.0,1.0,40.84,0.03834741784037559
3,1163,0,825.0,1.0,1.0,45.0,0.05454545454545454
0,818,9,1095.0,2.0,0.0,40.0,0.0365296803652968
2,403,12,720.0,3.0,3.0,65.0,0.09027777777777778
3,1089,11,1440.0,2.0,2.0,60.33,0.041895833333333334
3,383,9,870.0,2.0,1.0,39.5,0.045402298850574715
3,849,9,1195.0,2.0,1.0,84.0,0.07029288702928871
3,645,9,1200.0,2.0,1.0,49.5,0.04125
3,901,11,1530.0,3.0,3.0,61.2,0.04
3,843,11,1708.0,2.0,1.0,90.5,0.05298594847775176
3,89,9,975.0,2.0,1.0,43.0,0.0441025641025641
0,577,9,750.0,2.0,1.0,25.0,0.03333333333333333
2,436,22,1200.0,8.0,2.0,190.0,0.15833333333333333
3,518,11,1920.0,3.0,2.0,130.0,0.06770833333333333
3,1066,9,1183.0,2.0,1.0,58.56,0.049501267962806426
2,663,14,1140.0,4.0,1.0,90.0,0.07894736842105263
3,764,11,1550.0,2.0,2.0,65.0,0.041935483870967745
3,588,9,1110.0,2.0,3.0,53.0,0.047747747747747746
2,781,22,1500.0,10.0,3.0,165.0,0.11
3,588,9,1105.0,2.0,1.0,38.67,0.034995475113122176
2,112,12,1800.0,3.0,2.0,68.0,0.03777777777777778
3,31,15,2800.0,4.0,2.0,200.0,0.07142857142857142
3,247,9,1000.0,2.0,2.0,29.9,0.0299
0,876,9,1190.0,2.0,2.0,68.0,0.05714285714285714
2,34,14,1350.0,4.0,1.0,200.0,0.14814814814814814
3,962,11,1929.0,4.0,1.0,103.0,0.05339554173146708
0,918,11,1525.0,3.0,1.0,100.0,0.06557377049180328
3,817,11,1775.0,3.0,3.0,110.0,0.061971830985915494
0,177,9,1125.0,2.0,1.0,63.0,0.056
3,487,9,900.0,2.0,2.0,42.0,0.04666666666666667
3,962,9,1155.0,2.0,1.0,58.0,0.050216450216450215
0,511,14,1200.0,4.0,0.0,75.0,0.0625
3,1012,9,1268.0,2.0,1.0,73.0,0.057570977917981075
0,495,11,1500.0,3.0,2.0,88.0,0.058666666666666666
3,383,0,630.0,1.0,1.0,47.0,0.0746031746031746
3,974,11,1525.0,3.0,2.0,65.0,0.04262295081967213
3,588,9,1060.0,2.0,2.0,48.0,0.045283018867924525
3,701,11,1687.0,3.0,3.0,127.0,0.07528156490812092
3,1066,11,1847.0,3.0,2.0,123.0,0.06659447753113157
3,213,11,1410.0,2.0,3.0,53.0,0.0375886524822695
3,59,9,1075.0,2.0,1.0,42.99,0.03999069767441861
0,205,11,1500.0,2.0,1.0,143.0,0.09533333333333334
0,412,9,1010.0,2.0,2.0,46.0,0.04554455445544554
3,470,11,1875.0,3.0,3.0,110.0,0.058666666666666666
2,124,16,1200.0,6.0,2.0,137.0,0.11416666666666667
3,614,9,983.0,2.0,1.0,50.6,0.05147507629704985
3,622,9,1101.0,2.0,2.0,65.0,0.05903723887375113
3,699,9,1140.0,2.0,1.0,76.0,0.06666666666666667
3,962,9,1215.0,2.0,2.0,110.0,0.09053497942386832
3,638,9,1007.0,2.0,3.0,42.0,0.041708043694141016
3,217,11,2039.0,3.0,2.0,168.0,0.08239333006375674
0,1092,11,1020.0,3.0,2.0,110.0,0.10784313725490197
3,837,9,1198.0,2.0,1.0,84.0,0.07011686143572621
2,818,14,1470.0,4.0,2.0,34.5,0.02346938775510204
0,542,9,1370.0,2.0,2.0,75.0,0.05474452554744526
3,1175,9,1316.0,2.0,3.0,55.5,0.04217325227963526
3,588,11,1350.0,3.0,1.0,55.5,0.04111111111111111
3,449,9,1050.0,2.0,1.0,43.0,0.040952380952380955
1,577,11,1128.76,3.0,0.0,47.405,0.04199741309047096
3,383,9,921.0,2.0,1.0,34.0,0.03691639522258415
3,678,9,1010.0,2.0,1.0,49.27,0.048782178217821784
3,577,9,1015.0,2.0,1.0,43.0,0.042364532019704436
2,1056,12,1200.0,2.0,0.0,66.5,0.05541666666666667
0,691,9,1179.0,2.0,1.0,75.0,0.06361323155216285
0,115,13,1850.0,4.0,2.0,86.0,0.046486486486486484
3,604,9,870.0,2.0,1.0,24.0,0.027586206896551724
3,217,11,1605.0,3.0,2.0,85.0,0.0529595015576324
2,188,14,2800.0,4.0,2.0,89.0,0.031785714285714285
2,241,18,2400.0,7.0,2.0,110.0,0.04583333333333333
3,31,9,1000.0,1.0,1.0,55.0,0.055
2,918,10,1200.0,2.0,0.0,80.0,0.06666666666666667
2,736,10,1200.0,2.0,2.0,125.0,0.10416666666666667
2,604,10,1200.0,2.0,1.0,66.0,0.055
0,621,9,1200.0,2.0,2.0,50.0,0.041666666666666664
3,481,9,1255.0,2.0,1.0,57.5,0.045816733067729085
3,507,9,1085.0,2.0,2.0,30.38,0.028
3,614,11,1592.0,3.0,2.0,125.0,0.0785175879396985
3,145,9,1313.0,2.0,1.0,58.27,0.04437928408225438
3,655,11,1934.0,3.0,2.0,150.0,0.07755946225439504
3,473,9,1200.0,2.0,1.0,49.5,0.04125
3,1095,17,3600.0,6.0,2.0,120.0,0.03333333333333333
3,833,9,935.0,2.0,1.0,45.0,0.0481283422459893
0,248,9,877.0,2.0,2.0,30.0,0.03420752565564424
3,134,9,936.0,2.0,2.0,42.0,0.04487179487179487
3,790,11,1470.0,2.0,2.0,110.0,0.07482993197278912
0,1094,1,1050.0,1.0,1.0,70.0,0.06666666666666667
3,485,9,1232.0,2.0,0.0,69.61,0.05650162337662338
3,96,11,2225.0,4.0,2.0,169.0,0.07595505617977528
2,1041,12,1200.0,2.0,0.0,80.0,0.06666666666666667
3,328,11,1901.0,3.0,2.0,119.0,0.0625986322987901
3,962,11,1819.0,3.0,2.0,100.0,0.05497526113249038
3,455,11,1464.0,3.0,2.0,56.0,0.03825136612021858
3,833,13,3715.0,6.0,0.0,200.5,0.05397039030955585
3,1009,13,1200.0,4.0,3.0,169.0,0.14083333333333334
3,581,9,1256.0,2.0,1.0,60.0,0.04777070063694268
3,59,9,1100.0,2.0,2.0,44.0,0.04
3,663,11,1435.0,3.0,3.0,70.0,0.04878048780487805
3,962,11,1845.0,4.0,1.0,110.0,0.05962059620596206
2,559,12,2400.0,4.0,1.0,130.0,0.05416666666666667
3,458,9,1140.0,2.0,2.0,46.0,0.04035087719298246
3,1092,9,1200.0,2.0,0.0,60.0,0.05
3,1059,11,2254.0,3.0,2.0,170.0,0.07542147293700088
3,394,11,1750.0,3.0,2.0,150.0,0.08571428571428572
0,547,9,1020.0,2.0,1.0,37.0,0.03627450980392157
0,247,0,515.0,1.0,1.0,25.0,0.04854368932038835
3,701,11,1893.0,3.0,2.0,140.0,0.07395668251452721
0,1034,9,830.0,2.0,0.0,34.0,0.04096385542168675
0,1003,10,600.0,2.0,1.0,36.5,0.060833333333333336
3,246,11,1075.0,2.0,1.0,90.0,0.08372093023255814
3,620,9,1200.0,2.0,1.0,78.0,0.065
3,962,9,1233.0,2.0,2.0,77.65,0.06297648012976481
3,199,9,1255.0,2.0,2.0,65.26,0.052000000000000005
3,213,9,1200.0,2.0,2.0,37.8,0.0315
3,1105,11,2145.0,3.0,2.0,175.0,0.08158508158508158
0,23,16,1500.0,5.0,2.0,85.0,0.056666666666666664
0,662,9,740.0,2.0,1.0,34.0,0.04594594594594595
3,636,11,1250.0,3.0,3.0,48.0,0.0384
3,282,9,1210.0,2.0,2.0,40.0,0.03305785123966942
3,962,11,1525.0,2.0,2.0,60.0,0.03934426229508197
0,655,1,540.0,1.0,0.0,36.0,0.06666666666666667
3,1084,11,1240.0,2.0,1.0,84.0,0.06774193548387097
3,1033,11,1245.0,2.0,1.0,68.0,0.05461847389558233
3,499,9,1104.0,2.0,0.0,36.43,0.0329981884057971
3,246,11,1075.0,2.0,1.0,35.99,0.03347906976744186
0,792,9,2200.0,2.0,1.0,55.0,0.025
3,1163,9,1155.0,2.0,1.0,60.0,0.05194805194805195
3,346,9,1520.0,2.0,3.0,62.0,0.04078947368421053
3,473,9,1290.0,2.0,1.0,85.0,0.06589147286821706
0,20,11,2300.0,3.0,2.0,80.0,0.034782608695652174
0,615,14,3000.0,4.0,0.0,200.0,0.06666666666666667
0,141,0,400.0,1.0,0.0,14.0,0.035
3,177,11,1340.0,2.0,3.0,53.6,0.04
3,729,9,900.0,2.0,1.0,95.0,0.10555555555555556
3,485,9,987.0,2.0,1.0,49.0,0.04964539007092199
3,833,11,1720.0,3.0,2.0,100.0,0.05813953488372093
3,476,9,1040.0,2.0,1.0,50.0,0.04807692307692308
0,104,10,900.0,2.0,0.0,64.0,0.07111111111111111
0,901,9,1030.0,2.0,1.0,50.0,0.04854368932038835
3,814,11,2556.0,3.0,2.0,133.0,0.05203442879499218
3,205,11,1850.0,3.0,1.0,168.0,0.09081081081081081
2,626,14,750.0,4.0,3.0,110.0,0.14666666666666667
3,171,9,1028.0,2.0,1.0,31.86,0.030992217898832684
3,59,9,1270.0,2.0,1.0,83.0,0.06535433070866142
0,948,11,1655.0,3.0,1.0,115.0,0.06948640483383686
0,388,9,940.0,2.0,1.0,40.0,0.0425531914893617
3,368,9,1050.0,2.0,2.0,85.0,0.08095238095238096
2,904,14,600.0,4.0,1.0,40.0,0.06666666666666667
3,1150,9,946.0,2.0,1.0,38.0,0.040169133192389
0,268,11,1726.0,3.0,3.0,145.0,0.08400926998841252
3,1154,9,1404.0,2.0,1.0,75.0,0.053418803418803416
3,961,11,1525.0,2.0,2.0,48.0,0.031475409836065574
3,636,9,1025.0,2.0,2.0,57.0,0.055609756097560976
2,170,16,1575.0,4.0,0.0,150.0,0.09523809523809523
0,886,9,860.0,1.0,1.0,43.0,0.05
3,1059,11,1223.0,2.0,1.0,42.81,0.03500408830744072
3,662,9,1197.0,2.0,1.0,47.8,0.03993316624895572
3,409,9,1150.0,2.0,1.0,52.75,0.04586956521739131
3,881,9,1040.0,2.0,2.0,46.0,0.04423076923076923
3,177,9,1310.0,2.0,2.0,80.0,0.061068702290076333
3,1095,11,1788.0,3.0,2.0,98.34,0.055
3,901,9,1144.0,2.0,2.0,38.55,0.033697552447552445
3,115,9,1070.0,2.0,2.0,39.0,0.03644859813084112
3,799,9,1200.0,2.0,2.0,70.0,0.058333333333333334
3,96,11,1862.0,3.0,2.0,120.0,0.0644468313641246
2,746,10,1200.0,2.0,1.0,58.5,0.04875
3,213,9,970.0,2.0,2.0,27.0,0.027835051546391754
3,620,11,1646.0,3.0,2.0,79.5,0.04829890643985419
2,1124,16,1200.0,4.0,1.0,100.0,0.08333333333333333
3,518,11,1995.0,3.0,2.0,135.0,0.06766917293233082
3,502,9,1085.0,2.0,1.0,47.74,0.044000000000000004
3,256,9,1139.0,2.0,2.0,56.8,0.04986830553116769
3,470,9,1092.0,2.0,2.0,44.0,0.040293040293040296
3,857,11,1767.0,3.0,2.0,98.0,0.055461233729485006
0,454,11,1700.0,3.0,2.0,80.0,0.047058823529411764
3,217,11,1692.0,3.0,2.0,88.0,0.05200945626477541
0,55,11,1645.0,3.0,3.0,100.0,0.060790273556231005
3,1095,11,1345.0,2.0,1.0,57.0,0.04237918215613383
3,201,9,1100.0,2.0,1.0,60.0,0.05454545454545454
3,426,11,1408.0,3.0,3.0,62.0,0.04403409090909091
2,586,14,1920.0,4.0,2.0,200.0,0.10416666666666667
2,241,16,6040.0,4.0,2.0,170.0,0.028145695364238412
3,1069,11,2072.0,4.0,2.0,150.0,0.07239382239382239
3,729,9,1420.0,2.0,1.0,158.0,0.11126760563380282
2,388,12,2040.0,3.0,2.0,137.0,0.06715686274509804
3,962,11,1220.0,3.0,2.0,56.0,0.04590163934426229
2,61,14,1200.0,4.0,2.0,145.0,0.12083333333333333
3,144,9,1300.0,2.0,1.0,79.0,0.06076923076923077
3,388,9,1150.0,2.0,2.0,39.0,0.03391304347826087
3,577,9,1470.0,2.0,2.0,86.0,0.058503401360544216
3,499,9,1063.0,2.0,1.0,31.9,0.030009407337723424
3,472,9,1311.0,2.0,2.0,48.0,0.036613272311212815
2,787,14,600.0,2.0,1.0,100.0,0.16666666666666666
3,126,11,1400.0,2.0,2.0,55.0,0.039285714285714285
0,614,10,2200.0,2.0,0.0,62.0,0.028181818181818183
3,1066,11,1430.0,2.0,2.0,56.0,0.039160839160839164
0,1129,9,1060.0,2.0,2.0,55.0,0.05188679245283019
0,269,11,1000.0,2.0,0.0,110.0,0.11
3,973,11,1760.0,3.0,2.0,145.0,0.08238636363636363
3,1163,11,2010.0,3.0,3.0,92.0,0.045771144278606964
3,614,11,1480.0,2.0,2.0,64.23,0.043398648648648654
3,61,11,1230.0,2.0,2.0,43.5,0.03536585365853658
3,431,11,1300.0,3.0,3.0,65.0,0.05
2,1102,14,800.0,4.0,0.0,120.0,0.15
3,1003,9,1100.0,2.0,1.0,52.0,0.04727272727272727
3,473,11,1752.12,3.0,2.0,116.0,0.06620551103805676
3,742,9,957.0,2.0,1.0,46.9,0.0490073145245559
3,171,0,790.5,1.0,0.0,41.9,0.0530044275774826
0,484,11,1942.0,3.0,2.0,102.0,0.05252317198764161
0,130,9,1000.0,2.0,2.0,53.0,0.053
3,1177,0,668.0,1.0,1.0,36.85,0.055164670658682635
2,787,12,600.0,2.0,1.0,80.0,0.13333333333333333
3,1095,9,1089.0,2.0,1.0,43.55,0.03999081726354453
3,1066,11,1800.0,3.0,3.0,90.0,0.05
3,1172,0,960.0,2.0,1.0,18.0,0.01875
3,1171,9,1036.0,2.0,3.0,39.35,0.03798262548262549
3,742,11,1583.0,3.0,3.0,105.0,0.06632975363234365
0,59,14,3300.0,4.0,0.0,150.0,0.045454545454545456
3,843,9,1100.0,2.0,2.0,65.0,0.05909090909090909
2,1077,1,800.0,1.0,1.0,100.0,0.125
3,1154,9,1246.0,2.0,1.0,65.0,0.0521669341894061
3,349,9,850.0,2.0,3.0,28.0,0.03294117647058824
3,901,9,1196.0,2.0,2.0,51.51,0.043068561872909694
3,1066,11,1697.0,3.0,2.0,114.0,0.06717737183264584
0,1056,10,1000.0,2.0,0.0,64.0,0.064
3,457,11,1567.0,3.0,3.0,90.0,0.0574345883854499
2,112,10,1200.0,1.0,1.0,36.0,0.03
3,1117,9,950.0,2.0,2.0,45.0,0.04736842105263158
3,509,9,1022.0,2.0,2.0,52.0,0.050880626223091974
3,604,9,1018.0,2.0,0.0,23.45,0.023035363457760312
2,203,14,2000.0,3.0,2.0,25.0,0.0125
3,229,9,1322.0,2.0,2.0,68.0,0.05143721633888049
2,748,14,1800.0,4.0,2.0,145.0,0.08055555555555556
3,357,11,1460.0,2.0,2.0,58.39,0.039993150684931505
3,941,9,990.0,2.0,1.0,44.55,0.045
3,1163,11,1635.0,2.0,2.0,85.0,0.05198776758409786
0,843,14,3400.0,3.0,1.0,210.0,0.061764705882352944
3,381,13,3035.0,5.0,0.0,200.0,0.06589785831960461
3,740,11,1533.0,3.0,2.0,85.0,0.055446836268754074
3,84,11,1720.0,3.0,1.0,134.0,0.07790697674418605
3,394,11,2000.0,3.0,1.0,200.0,0.1
3,1177,9,1185.0,2.0,2.0,75.84,0.064
3,1106,9,900.0,2.0,1.0,27.0,0.03
0,138,0,395.0,1.0,1.0,10.25,0.025949367088607594
3,385,9,1031.0,2.0,1.0,56.35,0.0546556741028128
3,1095,11,1330.0,2.0,2.0,46.55,0.034999999999999996
3,481,9,1259.0,2.0,2.0,57.0,0.04527402700555997
0,901,11,1570.0,3.0,2.0,88.0,0.05605095541401274
0,246,11,1075.0,2.0,1.0,36.0,0.03348837209302326
3,1163,9,1216.0,2.0,1.0,79.0,0.0649671052631579
3,962,11,1428.0,2.0,2.0,66.0,0.046218487394957986
3,213,9,1160.0,2.0,2.0,40.59,0.03499137931034483
2,11,12,600.0,2.0,1.0,110.0,0.18333333333333332
3,359,11,1475.0,3.0,2.0,70.0,0.04745762711864407
3,473,11,1754.0,3.0,2.0,135.0,0.07696693272519954
3,927,11,1639.0,3.0,1.0,83.0,0.05064063453325198
3,485,11,1804.0,3.0,2.0,102.0,0.0565410199556541
2,1163,12,1200.0,3.0,2.0,56.2,0.04683333333333334
0,102,9,1135.0,2.0,3.0,55.0,0.048458149779735685
3,213,9,1260.0,2.0,2.0,46.62,0.037
2,859,16,1440.0,5.0,1.0,110.0,0.0763888888888889
0,485,11,2160.0,3.0,2.0,160.0,0.07407407407407407
2,927,20,700.0,6.0,2.0,85.0,0.12142857142857143
3,894,9,1220.0,2.0,2.0,59.5,0.048770491803278686
2,746,10,1200.0,2.0,0.0,67.0,0.05583333333333333
3,1171,9,1300.0,2.0,3.0,65.0,0.05
3,319,0,605.0,1.0,1.0,29.0,0.047933884297520664
2,1135,18,1230.0,4.0,1.0,210.0,0.17073170731707318
3,232,9,1444.0,2.0,1.0,75.97,0.052610803324099724
0,100,9,924.0,2.0,1.0,45.0,0.048701298701298704
3,590,9,1000.0,2.0,1.0,30.0,0.03
2,1147,14,600.0,4.0,0.0,95.0,0.15833333333333333
2,855,12,1200.0,3.0,3.0,225.0,0.1875
3,246,9,845.0,2.0,1.0,29.0,0.03431952662721893
3,614,9,700.0,2.0,1.0,35.0,0.05
3,663,9,1187.0,2.0,2.0,58.0,0.04886267902274642
3,588,11,1625.0,3.0,2.0,55.0,0.033846153846153845
2,5,10,1200.0,2.0,2.0,83.0,0.06916666666666667
3,877,9,1452.55,2.0,3.0,110.0,0.07572889057175312
0,1067,11,2357.0,3.0,2.0,151.0,0.06406448875689436
3,626,9,1200.0,2.0,1.0,49.5,0.04125
3,256,9,1139.0,2.0,2.0,56.85,0.04991220368744513
0,205,1,600.0,1.0,0.0,97.5,0.1625
3,614,11,1660.0,3.0,3.0,75.0,0.045180722891566265
3,554,9,1170.0,2.0,3.0,105.0,0.08974358974358974
3,1008,9,1448.0,2.0,2.0,68.0,0.04696132596685083
3,586,11,1762.0,3.0,3.0,110.0,0.06242905788876277
3,588,9,1105.0,2.0,1.0,38.65,0.03497737556561086
3,1171,11,1825.0,3.0,1.0,105.0,0.057534246575342465
3,3,2,296.0,1.0,0.0,22.89,0.07733108108108108
2,675,16,1200.0,4.0,1.0,85.0,0.07083333333333333
3,1066,9,1185.0,2.0,2.0,43.0,0.036286919831223625
0,385,11,1320.0,2.0,1.0,38.12,0.028878787878787875
3,511,9,1058.0,2.0,1.0,48.0,0.045368620037807186
3,217,9,1220.0,2.0,2.0,60.0,0.04918032786885246
3,961,9,925.0,2.0,1.0,25.0,0.02702702702702703
3,833,9,1200.0,2.0,1.0,72.0,0.06
3,636,11,1160.0,2.0,2.0,40.6,0.035
2,638,12,600.0,4.0,3.0,72.0,0.12
3,1184,11,1411.0,3.0,2.0,91.72,0.06500354358610914
3,199,11,1550.0,3.0,2.0,78.0,0.05032258064516129
3,470,11,2475.0,4.0,2.0,130.0,0.052525252525252523
3,59,13,2503.0,4.0,0.0,188.0,0.07510986815821015
3,742,13,2524.0,5.0,2.0,190.0,0.07527733755942947
3,588,9,1063.0,2.0,2.0,42.0,0.03951081843838194
3,614,9,1077.0,2.0,1.0,37.7,0.03500464252553389
3,731,9,1200.0,3.0,2.0,44.0,0.03666666666666667
0,502,13,1500.0,3.0,2.0,70.0,0.04666666666666667
3,545,9,1045.0,2.0,2.0,76.77,0.07346411483253588
3,608,11,1290.0,2.0,3.0,45.15,0.034999999999999996
3,493,9,1400.0,2.0,1.0,78.0,0.055714285714285716
0,213,11,1600.0,3.0,2.0,58.14,0.0363375
3,792,11,1545.0,2.0,1.0,58.0,0.037540453074433655
3,962,11,1680.0,3.0,1.0,112.0,0.06666666666666667
0,101,9,1350.0,2.0,1.0,67.5,0.05
3,431,9,950.0,2.0,1.0,38.0,0.04
3,1066,9,1050.0,2.0,2.0,45.0,0.04285714285714286
3,187,11,1305.0,2.0,2.0,49.0,0.037547892720306515
2,502,14,800.0,4.0,2.0,120.0,0.15
0,650,15,2700.0,7.0,2.0,125.0,0.046296296296296294
2,711,12,1100.0,3.0,1.0,78.0,0.07090909090909091
0,1066,18,3500.0,5.0,0.0,160.0,0.045714285714285714
3,213,11,1634.0,3.0,1.0,83.33,0.05099755201958384
3,876,9,1352.0,2.0,2.0,85.0,0.0628698224852071
3,171,9,1145.0,2.0,2.0,65.0,0.056768558951965066
3,89,9,1240.0,2.0,2.0,43.79,0.035314516129032254
3,59,11,2200.0,3.0,2.0,190.0,0.08636363636363636
3,249,9,1020.0,2.0,1.0,39.0,0.03823529411764706
3,901,9,1168.0,2.0,1.0,61.0,0.052226027397260275
3,385,9,1205.0,2.0,1.0,75.0,0.06224066390041494
3,1177,9,1195.0,2.0,2.0,100.0,0.08368200836820083
0,268,9,1028.0,2.0,1.0,49.0,0.047665369649805445
3,88,9,1175.0,2.0,2.0,48.27,0.04108085106382979
3,844,11,1550.0,2.0,2.0,90.0,0.05806451612903226
3,1177,11,1826.0,3.0,2.0,165.0,0.09036144578313253
2,493,16,2400.0,5.0,2.0,160.0,0.06666666666666667
3,1171,11,1603.0,3.0,2.0,96.0,0.05988771054273238
0,742,11,1350.0,3.0,1.0,72.0,0.05333333333333334
0,577,0,714.0,1.0,1.0,28.0,0.0392156862745098
3,1163,9,1215.0,2.0,3.0,65.0,0.053497942386831275
0,728,11,1405.0,2.0,2.0,77.0,0.054804270462633455
3,577,9,1142.0,2.0,1.0,51.0,0.0446584938704028
0,85,14,4000.0,4.0,3.0,170.0,0.0425
3,1163,11,1870.0,3.0,2.0,90.0,0.0481283422459893
3,1033,9,1313.0,2.0,2.0,73.0,0.055597867479055596
0,484,11,1945.0,3.0,3.0,120.0,0.061696658097686374
3,1066,11,1573.0,3.0,2.0,95.0,0.06039415130324221
3,962,9,1255.0,2.0,1.0,92.0,0.07330677290836653
3,222,13,1400.0,3.0,2.0,91.15,0.06510714285714286
3,615,9,1235.0,2.0,2.0,43.63,0.035327935222672066
3,962,11,1380.0,2.0,1.0,52.0,0.03768115942028986
3,1154,9,1238.0,2.0,1.0,67.0,0.05411954765751212
3,285,11,1465.0,2.0,3.0,74.72,0.05100341296928328
3,1069,9,1418.0,2.0,2.0,103.0,0.07263751763046544
3,1126,11,1650.0,3.0,1.0,165.0,0.1
0,0,2,351.0,1.0,1.0,16.0,0.045584045584045586
3,1095,9,1279.0,2.0,2.0,48.0,0.03752931978107897
0,620,12,1870.0,3.0,1.0,200.0,0.10695187165775401
2,756,12,1550.0,2.0,1.0,150.0,0.0967741935483871
3,1095,11,1845.0,2.0,1.0,68.27,0.03700271002710027
3,766,11,1360.0,2.0,1.0,59.27,0.04358088235294118
0,395,11,1150.0,2.0,1.0,75.0,0.06521739130434782
3,1163,9,1260.0,2.0,2.0,49.5,0.039285714285714285
2,354,12,1200.0,3.0,1.0,74.0,0.06166666666666667
0,326,9,965.0,2.0,1.0,42.5,0.04404145077720207
0,493,11,1350.0,2.0,3.0,48.0,0.035555555555555556
3,232,9,1447.0,2.0,1.0,75.97,0.05250172771250864
3,126,11,1229.0,3.0,1.0,86.03,0.07
3,668,9,1027.0,2.0,2.0,43.0,0.04186952288218111
3,431,9,1153.0,2.0,1.0,48.5,0.04206418039895923
3,1163,13,2856.0,5.0,0.0,145.5,0.050945378151260504
3,728,9,1065.0,2.0,2.0,50.0,0.046948356807511735
0,1058,9,1030.0,2.0,3.0,61.0,0.059223300970873784
3,726,9,1340.0,2.0,2.0,61.0,0.04552238805970149
3,742,13,4000.0,5.0,2.0,212.0,0.053
0,1016,1,600.0,1.0,0.0,32.0,0.05333333333333334
3,213,11,1410.0,2.0,3.0,44.42,0.031503546099290784
3,1105,9,1055.0,2.0,2.0,45.35,0.042985781990521325
3,1171,9,1304.0,2.0,1.0,79.0,0.06058282208588957
0,604,9,990.0,2.0,1.0,31.5,0.031818181818181815
3,59,9,1035.0,2.0,1.0,39.33,0.038
3,1084,0,700.0,1.0,0.0,30.09,0.04298571428571429
3,1012,9,1120.0,2.0,2.0,43.0,0.038392857142857145
3,470,9,1300.0,2.0,2.0,73.0,0.05615384615384615
3,1084,9,1239.0,2.0,1.0,82.0,0.06618240516545601
3,962,11,1403.0,3.0,3.0,51.63,0.036799714896650036
3,499,9,1365.0,2.0,1.0,92.0,0.0673992673992674
3,62,9,1165.0,2.0,1.0,135.0,0.11587982832618025
3,1033,11,1130.0,2.0,3.0,45.19,0.03999115044247788
3,439,11,1776.42,3.0,2.0,105.0,0.059107643462694634
2,1129,14,900.0,4.0,3.0,175.0,0.19444444444444445
3,470,9,1194.0,2.0,2.0,47.0,0.03936348408710218
3,236,9,1107.0,2.0,2.0,33.0,0.02981029810298103
3,792,11,2319.0,3.0,2.0,180.0,0.07761966364812418
3,797,11,1520.0,3.0,3.0,80.0,0.05263157894736842
3,615,11,1536.0,3.0,1.0,89.0,0.057942708333333336
3,215,9,1050.0,2.0,1.0,38.0,0.03619047619047619
3,493,11,1850.0,3.0,2.0,146.0,0.07891891891891892
3,244,9,1112.0,2.0,2.0,62.0,0.05575539568345324
3,742,11,1535.0,3.0,2.0,72.5,0.04723127035830619
0,614,9,1050.0,2.0,1.0,35.0,0.03333333333333333
3,59,11,1250.0,3.0,2.0,65.0,0.052
3,591,9,1187.0,2.0,3.0,52.0,0.04380791912384162
0,64,9,1164.0,2.0,1.0,56.0,0.048109965635738834
3,385,11,1395.0,2.0,1.0,62.78,0.04500358422939068
